GEO_ID,NAME,income,population,prop,year
0500000US05007,"Benton County, Arkansas",Low,20862,0.20932962743701147,2020
0500000US05009,"Boone County, Arkansas",Low,5540,0.36827760420128963,2020
0500000US05011,"Bradley County, Arkansas",Low,1738,0.4105835105126388,2020
0500000US05013,"Calhoun County, Arkansas",Low,609,0.34720638540478904,2020
0500000US05015,"Carroll County, Arkansas",Low,4399,0.3970574961639137,2020
0500000US05017,"Chicot County, Arkansas",Low,2114,0.5217176702862784,2020
0500000US05019,"Clark County, Arkansas",Low,3721,0.4463771593090211,2020
0500000US05021,"Clay County, Arkansas",Low,2880,0.44471896232242125,2020
0500000US05023,"Cleburne County, Arkansas",Low,4042,0.37143907369968754,2020
0500000US05025,"Cleveland County, Arkansas",Low,1266,0.39936908517350156,2020
0500000US05027,"Columbia County, Arkansas",Low,4014,0.4746925260170293,2020
0500000US05029,"Conway County, Arkansas",Low,3489,0.4109056648215758,2020
0500000US05031,"Craighead County, Arkansas",Low,15185,0.35980854441627375,2020
0500000US05033,"Crawford County, Arkansas",Low,8736,0.36301682942032,2020
0500000US05035,"Crittenden County, Arkansas",Low,7981,0.4195888754534462,2020
0500000US05037,"Cross County, Arkansas",Low,2794,0.42539585870889157,2020
0500000US05039,"Dallas County, Arkansas",Low,1489,0.49766042780748665,2020
0500000US05041,"Desha County, Arkansas",Low,2651,0.5240166040719509,2020
0500000US05043,"Drew County, Arkansas",Low,3232,0.44845289302067437,2020
0500000US05045,"Faulkner County, Arkansas",Low,15194,0.3369630303164711,2020
0500000US05047,"Franklin County, Arkansas",Low,3140,0.4706940488682356,2020
0500000US05049,"Fulton County, Arkansas",Low,2489,0.4964100518548065,2020
0500000US05051,"Garland County, Arkansas",Low,14841,0.36280741211558204,2020
0500000US05053,"Grant County, Arkansas",Low,2082,0.2953610441197333,2020
0500000US05055,"Greene County, Arkansas",Low,6151,0.3497469721953716,2020
0500000US05057,"Hempstead County, Arkansas",Low,3317,0.4095061728395062,2020
0500000US05059,"Hot Spring County, Arkansas",Low,4627,0.3697163403915302,2020
0500000US05061,"Howard County, Arkansas",Low,2527,0.47941567065073043,2020
0500000US05063,"Independence County, Arkansas",Low,5248,0.3663525305410122,2020
0500000US05065,"Izard County, Arkansas",Low,2119,0.4314803502341682,2020
0500000US05067,"Jackson County, Arkansas",Low,2830,0.4534529722800833,2020
0500000US05069,"Jefferson County, Arkansas",Low,11644,0.4372512204280886,2020
0500000US05071,"Johnson County, Arkansas",Low,4437,0.453125,2020
0500000US05073,"Lafayette County, Arkansas",Low,1496,0.5162180814354728,2020
0500000US05075,"Lawrence County, Arkansas",Low,2902,0.4407654921020656,2020
0500000US05077,"Lee County, Arkansas",Low,1745,0.5449718925671455,2020
0500000US05079,"Lincoln County, Arkansas",Low,1511,0.4199555308504725,2020
0500000US05081,"Little River County, Arkansas",Low,1987,0.3754724111866969,2020
0500000US05083,"Logan County, Arkansas",Low,3196,0.38234238545280536,2020
0500000US05085,"Lonoke County, Arkansas",Low,7568,0.2780512895877728,2020
0500000US05087,"Madison County, Arkansas",Low,2639,0.43655913978494626,2020
0500000US05089,"Marion County, Arkansas",Low,3198,0.46227233304423243,2020
0500000US05091,"Miller County, Arkansas",Low,6278,0.3866477797622714,2020
0500000US05093,"Mississippi County, Arkansas",Low,6971,0.4193587198459965,2020
0500000US05095,"Monroe County, Arkansas",Low,1567,0.484539270253556,2020
0500000US05097,"Montgomery County, Arkansas",Low,1596,0.4306529951430113,2020
0500000US05099,"Nevada County, Arkansas",Low,1422,0.44604767879548307,2020
0500000US05101,"Newton County, Arkansas",Low,1342,0.4479305740987984,2020
0500000US05103,"Ouachita County, Arkansas",Low,4433,0.4672710024243702,2020
0500000US05105,"Perry County, Arkansas",Low,1551,0.4191891891891892,2020
0500000US05107,"Phillips County, Arkansas",Low,3854,0.5097209363840762,2020
0500000US05109,"Pike County, Arkansas",Low,1850,0.4389086595492289,2020
0500000US05111,"Poinsett County, Arkansas",Low,4154,0.4342008989233825,2020
0500000US05113,"Polk County, Arkansas",Low,3601,0.44380083805767806,2020
0500000US05115,"Pope County, Arkansas",Low,9129,0.39929143157066,2020
0500000US05117,"Prairie County, Arkansas",Low,1470,0.3914780292942743,2020
0500000US05119,"Pulaski County, Arkansas",Low,54874,0.33945760027713856,2020
0500000US05121,"Randolph County, Arkansas",Low,3141,0.4306279133534412,2020
0500000US05123,"St. Francis County, Arkansas",Low,4552,0.48877912595296896,2020
0500000US05125,"Saline County, Arkansas",Low,11114,0.24644108386181204,2020
0500000US05127,"Scott County, Arkansas",Low,1782,0.43315508021390375,2020
0500000US05129,"Searcy County, Arkansas",Low,1615,0.4992272024729521,2020
0500000US05131,"Sebastian County, Arkansas",Low,19336,0.3716603236843117,2020
0500000US05133,"Sevier County, Arkansas",Low,2060,0.36203866432337434,2020
0500000US05135,"Sharp County, Arkansas",Low,3611,0.49364319890635683,2020
0500000US05137,"Stone County, Arkansas",Low,2395,0.49219071105630907,2020
0500000US05139,"Union County, Arkansas",Low,6482,0.4088300220750552,2020
0500000US05141,"Van Buren County, Arkansas",Low,3078,0.4263157894736842,2020
0500000US05143,"Washington County, Arkansas",Low,29017,0.32568972096886434,2020
0500000US05145,"White County, Arkansas",Low,11614,0.4018267999861606,2020
0500000US05147,"Woodruff County, Arkansas",Low,1434,0.4776815456362425,2020
0500000US05149,"Yell County, Arkansas",Low,2797,0.3587277157881236,2020
0500000US06001,"Alameda County, California",Low,100743,0.17576338075348846,2020
0500000US06003,"Alpine County, California",Low,86,0.21662468513853905,2020
0500000US06005,"Amador County, California",Low,4143,0.27910266774454323,2020
0500000US06007,"Butte County, California",Low,28960,0.34525924248023937,2020
0500000US06009,"Calaveras County, California",Low,4323,0.25492392970869204,2020
0500000US06011,"Colusa County, California",Low,2357,0.32159912675671987,2020
0500000US06013,"Contra Costa County, California",Low,62507,0.15693486551560512,2020
0500000US06015,"Del Norte County, California",Low,3586,0.3657317695053544,2020
0500000US06017,"El Dorado County, California",Low,15102,0.20665590191302444,2020
0500000US06019,"Fresno County, California",Low,100014,0.32252488737395074,2020
0500000US06021,"Glenn County, California",Low,3187,0.31196162881754114,2020
0500000US06023,"Humboldt County, California",Low,20193,0.3731152993348115,2020
0500000US06025,"Imperial County, California",Low,17833,0.3896390491172872,2020
0500000US06027,"Inyo County, California",Low,2421,0.3043751571536334,2020
0500000US06029,"Kern County, California",Low,89460,0.3270262761555221,2020
0500000US06031,"Kings County, California",Low,11672,0.2676818640491698,2020
0500000US06033,"Lake County, California",Low,9111,0.3571820605300298,2020
0500000US06035,"Lassen County, California",Low,2657,0.2896860008722198,2020
0500000US06037,"Los Angeles County, California",Low,848105,0.25449481831079573,2020
0500000US06039,"Madera County, California",Low,12017,0.2701724409271791,2020
0500000US06041,"Marin County, California",Low,15209,0.14498570066730218,2020
0500000US06043,"Mariposa County, California",Low,2950,0.37598776446596993,2020
0500000US06045,"Mendocino County, California",Low,11425,0.3344163446903173,2020
0500000US06047,"Merced County, California",Low,23982,0.2949597815659361,2020
0500000US06049,"Modoc County, California",Low,1376,0.3828603227601558,2020
0500000US06051,"Mono County, California",Low,819,0.15762124711316397,2020
0500000US06053,"Monterey County, California",Low,25819,0.20170621001070288,2020
0500000US06055,"Napa County, California",Low,8377,0.17277864862635095,2020
0500000US06057,"Nevada County, California",Low,10190,0.24904074101229318,2020
0500000US06059,"Orange County, California",Low,183464,0.17640752268507434,2020
0500000US06061,"Placer County, California",Low,26359,0.18089545273618182,2020
0500000US06063,"Plumas County, California",Low,2455,0.2946471435429669,2020
0500000US06065,"Riverside County, California",Low,181150,0.24598968242005506,2020
0500000US06067,"Sacramento County, California",Low,131399,0.2399898451012659,2020
0500000US06069,"San Benito County, California",Low,2800,0.15226494099733537,2020
0500000US06071,"San Bernardino County, California",Low,163278,0.2550860035307535,2020
0500000US06073,"San Diego County, California",Low,230016,0.2034274252389885,2020
0500000US06075,"San Francisco County, California",Low,70442,0.1945153959369417,2020
0500000US06077,"San Joaquin County, California",Low,57938,0.2507140013501116,2020
0500000US06079,"San Luis Obispo County, California",Low,23178,0.2181582018749294,2020
0500000US06081,"San Mateo County, California",Low,33406,0.1268497176771685,2020
0500000US06083,"Santa Barbara County, California",Low,29557,0.1992933672265338,2020
0500000US06085,"Santa Clara County, California",Low,83791,0.13188911309997892,2020
0500000US06087,"Santa Cruz County, California",Low,19028,0.19764217086471048,2020
0500000US06089,"Shasta County, California",Low,21936,0.3096337073893712,2020
0500000US06091,"Sierra County, California",Low,422,0.3376,2020
0500000US06093,"Siskiyou County, California",Low,7081,0.36889815056004166,2020
0500000US06095,"Solano County, California",Low,26173,0.1731121561468606,2020
0500000US06097,"Sonoma County, California",Low,35201,0.18629007504313128,2020
0500000US06099,"Stanislaus County, California",Low,46435,0.2656069463352133,2020
0500000US06101,"Sutter County, California",Low,8327,0.2555391886086049,2020
0500000US06103,"Tehama County, California",Low,9122,0.3698957868699566,2020
0500000US06105,"Trinity County, California",Low,2556,0.4335142469470828,2020
0500000US06107,"Tulare County, California",Low,46191,0.3322041943557435,2020
0500000US06109,"Tuolumne County, California",Low,6706,0.2923660461263461,2020
0500000US06111,"Ventura County, California",Low,47454,0.1746950916473702,2020
0500000US06113,"Yolo County, California",Low,19024,0.25496555606186505,2020
0500000US06115,"Yuba County, California",Low,7963,0.30124082620867065,2020
0500000US08001,"Adams County, Colorado",Low,33417,0.1997549166118716,2020
0500000US08003,"Alamosa County, Colorado",Low,2554,0.4092948717948718,2020
0500000US08005,"Arapahoe County, Colorado",Low,42928,0.17746983120356857,2020
0500000US08007,"Archuleta County, Colorado",Low,1442,0.25139470013947,2020
0500000US08009,"Baca County, Colorado",Low,876,0.5069444444444444,2020
0500000US08011,"Bent County, Colorado",Low,902,0.4800425758382118,2020
0500000US08013,"Boulder County, Colorado",Low,26092,0.2048600478938484,2020
0500000US08014,"Broomfield County, Colorado",Low,3465,0.12739438949961396,2020
0500000US08015,"Chaffee County, Colorado",Low,2602,0.3008092485549133,2020
0500000US08017,"Cheyenne County, Colorado",Low,202,0.2512437810945274,2020
0500000US08019,"Clear Creek County, Colorado",Low,858,0.19597989949748743,2020
0500000US08021,"Conejos County, Colorado",Low,1656,0.5139664804469274,2020
0500000US08023,"Costilla County, Colorado",Low,813,0.5018518518518519,2020
0500000US08025,"Crowley County, Colorado",Low,636,0.44757213230119636,2020
0500000US08027,"Custer County, Colorado",Low,661,0.28614718614718615,2020
0500000US08029,"Delta County, Colorado",Low,4533,0.36922700985582796,2020
0500000US08031,"Denver County, Colorado",Low,65624,0.22805432380211013,2020
0500000US08033,"Dolores County, Colorado",Low,279,0.3,2020
0500000US08035,"Douglas County, Colorado",Low,11182,0.09203898199058375,2020
0500000US08037,"Eagle County, Colorado",Low,3491,0.18701451759790003,2020
0500000US08039,"Elbert County, Colorado",Low,1180,0.1338475499092559,2020
0500000US08041,"El Paso County, Colorado",Low,58469,0.22250171245909126,2020
0500000US08043,"Fremont County, Colorado",Low,5880,0.3369820620092842,2020
0500000US08045,"Garfield County, Colorado",Low,3879,0.179699805429445,2020
0500000US08047,"Gilpin County, Colorado",Low,326,0.11398601398601399,2020
0500000US08049,"Grand County, Colorado",Low,1571,0.24877276326207443,2020
0500000US08051,"Gunnison County, Colorado",Low,1835,0.2689038686987104,2020
0500000US08053,"Hinsdale County, Colorado",Low,135,0.35904255319148937,2020
0500000US08055,"Huerfano County, Colorado",Low,1309,0.4281975793261367,2020
0500000US08057,"Jackson County, Colorado",Low,247,0.3889763779527559,2020
0500000US08059,"Jefferson County, Colorado",Low,37212,0.16249284956355045,2020
0500000US08061,"Kiowa County, Colorado",Low,208,0.3382113821138211,2020
0500000US08063,"Kit Carson County, Colorado",Low,1027,0.3400662251655629,2020
0500000US08065,"Lake County, Colorado",Low,788,0.24061068702290075,2020
0500000US08067,"La Plata County, Colorado",Low,5516,0.25811885821244734,2020
0500000US08069,"Larimer County, Colorado",Low,29562,0.22030778402951148,2020
0500000US08071,"Las Animas County, Colorado",Low,2893,0.4285925925925926,2020
0500000US08073,"Lincoln County, Colorado",Low,634,0.419035029742234,2020
0500000US08075,"Logan County, Colorado",Low,2927,0.35260811950367427,2020
0500000US08077,"Mesa County, Colorado",Low,17545,0.2936401673640167,2020
0500000US08079,"Mineral County, Colorado",Low,77,0.19543147208121828,2020
0500000US08081,"Moffat County, Colorado",Low,1995,0.3823303947872748,2020
0500000US08083,"Montezuma County, Colorado",Low,3554,0.33780058929759527,2020
0500000US08085,"Montrose County, Colorado",Low,5716,0.3269461762855345,2020
0500000US08087,"Morgan County, Colorado",Low,3066,0.28224247445457057,2020
0500000US08089,"Otero County, Colorado",Low,3268,0.42107975776317486,2020
0500000US08091,"Ouray County, Colorado",Low,520,0.23019034971226207,2020
0500000US08093,"Park County, Colorado",Low,1605,0.22971232288535853,2020
0500000US08095,"Phillips County, Colorado",Low,444,0.2556131260794473,2020
0500000US08097,"Pitkin County, Colorado",Low,972,0.13092672413793102,2020
0500000US08099,"Prowers County, Colorado",Low,1927,0.393265306122449,2020
0500000US08101,"Pueblo County, Colorado",Low,23202,0.35582615096770237,2020
0500000US08103,"Rio Blanco County, Colorado",Low,721,0.28690807799442897,2020
0500000US08105,"Rio Grande County, Colorado",Low,1932,0.4078530715642812,2020
0500000US08107,"Routt County, Colorado",Low,1792,0.17742574257425742,2020
0500000US08109,"Saguache County, Colorado",Low,1166,0.41598287549054586,2020
0500000US08111,"San Juan County, Colorado",Low,68,0.22895622895622897,2020
0500000US08113,"San Miguel County, Colorado",Low,921,0.2555493895671476,2020
0500000US08115,"Sedgwick County, Colorado",Low,395,0.4140461215932914,2020
0500000US08117,"Summit County, Colorado",Low,1819,0.15668877594969421,2020
0500000US08119,"Teller County, Colorado",Low,2369,0.22648183556405355,2020
0500000US08121,"Washington County, Colorado",Low,729,0.35031234983181164,2020
0500000US08123,"Weld County, Colorado",Low,22157,0.2171275699194481,2020
0500000US08125,"Yuma County, Colorado",Low,1015,0.24707887049659202,2020
0500000US09001,"Fairfield County, Connecticut",Low,64610,0.18723737212739444,2020
0500000US09003,"Hartford County, Connecticut",Low,83659,0.23655673781927483,2020
0500000US09005,"Litchfield County, Connecticut",Low,14919,0.1991802622092868,2020
0500000US09007,"Middlesex County, Connecticut",Low,13122,0.19363978454954622,2020
0500000US09009,"New Haven County, Connecticut",Low,83602,0.2512343545745496,2020
0500000US09011,"New London County, Connecticut",Low,22864,0.20858268865858998,2020
0500000US09013,"Tolland County, Connecticut",Low,10959,0.1954277154626674,2020
0500000US09015,"Windham County, Connecticut",Low,11175,0.24512492048520476,2020
0500000US10001,"Kent County, Delaware",Low,18888,0.28065795925645254,2020
0500000US10003,"New Castle County, Delaware",Low,48083,0.22958874283176797,2020
0500000US10005,"Sussex County, Delaware",Low,23599,0.25045901743735605,2020
0500000US11001,"District of Columbia, District of Columbia",Low,67010,0.23242585160956897,2020
0500000US12001,"Alachua County, Florida",Low,36914,0.36197648535482796,2020
0500000US12003,"Baker County, Florida",Low,2176,0.2464884458541006,2020
0500000US12005,"Bay County, Florida",Low,20934,0.28467689295039167,2020
0500000US12007,"Bradford County, Florida",Low,3498,0.37540244687701224,2020
0500000US12009,"Brevard County, Florida",Low,66421,0.2814389525645643,2020
0500000US12011,"Broward County, Florida",Low,197136,0.2796485384613202,2020
0500000US12013,"Calhoun County, Florida",Low,2063,0.45742793791574277,2020
0500000US12015,"Charlotte County, Florida",Low,24473,0.30672147789795584,2020
0500000US12017,"Citrus County, Florida",Low,24919,0.3856176784636573,2020
0500000US12019,"Clay County, Florida",Low,16045,0.21291135881104034,2020
0500000US12021,"Collier County, Florida",Low,35002,0.2365367590909398,2020
0500000US12023,"Columbia County, Florida",Low,9605,0.3810751834953382,2020
0500000US12027,"DeSoto County, Florida",Low,5958,0.4796715240318815,2020
0500000US12029,"Dixie County, Florida",Low,2336,0.3747793999679127,2020
0500000US12031,"Duval County, Florida",Low,108877,0.29449776037045855,2020
0500000US12033,"Escambia County, Florida",Low,38417,0.3144578411872079,2020
0500000US12035,"Flagler County, Florida",Low,12307,0.27945049954586737,2020
0500000US12037,"Franklin County, Florida",Low,1797,0.3830739714346621,2020
0500000US12039,"Gadsden County, Florida",Low,7160,0.41370543710637314,2020
0500000US12041,"Gilchrist County, Florida",Low,2491,0.37173556185643936,2020
0500000US12043,"Glades County, Florida",Low,2117,0.43568635521712284,2020
0500000US12045,"Gulf County, Florida",Low,1853,0.3142275733423775,2020
0500000US12047,"Hamilton County, Florida",Low,2100,0.4789053591790194,2020
0500000US12049,"Hardee County, Florida",Low,3537,0.4426229508196721,2020
0500000US12051,"Hendry County, Florida",Low,5999,0.4658332039136512,2020
0500000US12053,"Hernando County, Florida",Low,25864,0.3371747405746467,2020
0500000US12055,"Highlands County, Florida",Low,17508,0.4098218674656492,2020
0500000US12057,"Hillsborough County, Florida",Low,152929,0.28324433850262726,2020
0500000US12059,"Holmes County, Florida",Low,3171,0.4443043295502312,2020
0500000US12061,"Indian River County, Florida",Low,18093,0.2968060499680113,2020
0500000US12063,"Jackson County, Florida",Low,7742,0.4415673301773798,2020
0500000US12065,"Jefferson County, Florida",Low,2083,0.3691298954456849,2020
0500000US12067,"Lafayette County, Florida",Low,785,0.3390928725701944,2020
0500000US12069,"Lake County, Florida",Low,42009,0.30564003317666577,2020
0500000US12071,"Lee County, Florida",Low,79644,0.2756648991402345,2020
0500000US12073,"Leon County, Florida",Low,39116,0.33567321719728827,2020
0500000US12075,"Levy County, Florida",Low,7649,0.4507100347651877,2020
0500000US12077,"Liberty County, Florida",Low,1125,0.4476721050537206,2020
0500000US12079,"Madison County, Florida",Low,3424,0.4968799883906545,2020
0500000US12081,"Manatee County, Florida",Low,41360,0.275100601948851,2020
0500000US12083,"Marion County, Florida",Low,53160,0.3644515744225746,2020
0500000US12085,"Martin County, Florida",Low,17050,0.2628333590257438,2020
0500000US12086,"Miami-Dade County, Florida",Low,306938,0.3402105963201064,2020
0500000US12087,"Monroe County, Florida",Low,7275,0.22183936085869366,2020
0500000US12089,"Nassau County, Florida",Low,6873,0.20531740104555637,2020
0500000US12091,"Okaloosa County, Florida",Low,19754,0.24930901747964915,2020
0500000US12093,"Okeechobee County, Florida",Low,5482,0.3754537360454763,2020
0500000US12095,"Orange County, Florida",Low,125545,0.26821556374512634,2020
0500000US12097,"Osceola County, Florida",Low,31861,0.2905911968041444,2020
0500000US12099,"Palm Beach County, Florida",Low,149971,0.2651547565585451,2020
0500000US12101,"Pasco County, Florida",Low,66865,0.31919057871044426,2020
0500000US12103,"Pinellas County, Florida",Low,124818,0.30204796739901124,2020
0500000US12105,"Polk County, Florida",Low,78295,0.32503871238256554,2020
0500000US12107,"Putnam County, Florida",Low,13145,0.4407819730400376,2020
0500000US12109,"St. Johns County, Florida",Low,15843,0.17361620987803142,2020
0500000US12111,"St. Lucie County, Florida",Low,35725,0.3014081179815569,2020
0500000US12113,"Santa Rosa County, Florida",Low,15031,0.22879279114723655,2020
